puesto_trabajo,nombre_empresa,pais,region_estado,categoria_busqueda,tipo_contrato,salario,moneda_salario,periodo_salario,plataforma_origen,tipo_fuente_datos,enlace_oferta
Científico de datos,Grupo Educa_d,pe,"Santiago De Surco, Lima",sql,Presencial y remoto,"S/. 5.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datos-en-santiago-de-surco-02A3948BAED6664461373E686DCF3405#lc=ListOffers-Score3-14
Desarrollador Full Stack Senior,Atlantic City,pe,"Miraflores, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-full-stack-senior-en-miraflores-5B50B05DFEFA2F1761373E686DCF3405#lc=ListOffers-Score3-15
Practicante Profesional Java APX,NA,pe,"Lima, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-profesional-java-apx-san-isidro-en-lima-B48FC8EE4A18B97B61373E686DCF3405#lc=ListOffers-Score3-16
Analista BI,M4G,pe,"Lima, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-bi-en-lima-88398C6549B47D2F61373E686DCF3405#lc=ListOffers-Score3-17
Auxiliar de Sistemas,CASDEL HNOS S.A.,pe,"La Victoria, Lima",sql,NA,"S/. 1.400,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-sistemas-la-victoria-en-la-victoria-7FE9260F8C49430E61373E686DCF3405#lc=ListOffers-Score3-18
Analista de Gestión Comercial,inLearning Escuelas de Educación Superior,pe,"Lima, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-gestion-comercial-manejo-de-power-bi-en-lima-F7621B0FFAC9806761373E686DCF3405#lc=ListOffers-Score3-19
Últimos ciclos Y/O egresados Ingenieros industriales,NA,pe,"San Isidro, Lima",sql,NA,"S/. 1.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ultimos-ciclos-yo-egresados-ingenieros-industriales-san-isidro-en-san-isidro-A2017E2BCCAE149961373E686DCF3405#lc=ListOffers-Score3-0
Desarrollador/a web,medicfic,pe,"Cerro Colorado, Arequipa",sql,NA,"S/. 2.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolladora-web-backend-en-cerro-colorado-17F22A6C4212C6C561373E686DCF3405#lc=ListOffers-Score3-1
Analista de infraestructura,NA,pe,"Paita, Piura",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-infraestructura-en-paita-DC46AF257D086AE061373E686DCF3405#lc=ListOffers-Score3-2
Programador/a de sistemas,LADRILLOS LARK,pe,"Puente Piedra, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programadora-de-sistemas-lima-norte-en-puente-piedra-D3B4F4982294390B61373E686DCF3405#lc=ListOffers-Score3-3
Analista Programador .Net + Node.JS,Valtx,pe,"San Borja, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-net-nodejs-en-san-borja-A773EB84B14C60A761373E686DCF3405#lc=ListOffers-Score3-4
Practicante Pre Profesional de Digital,PANORAMA HOGAR & DECORACION,pe,"Lima, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-pre-profesional-de-digital-en-lima-7FAB6E8D3B4BF13A61373E686DCF3405#lc=ListOffers-Score3-5
Desarrollador Full Stack,NA,pe,"Lima, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-full-stack-en-lima-594F6C7E3C56D38461373E686DCF3405#lc=ListOffers-Score3-6
Analista de Control de Presupuesto y Adquisiciones,Zeus Energy S.A.C.,pe,"Piura, Piura",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-control-de-presupuesto-y-adquisiciones-en-piura-F99A880F60A5AAAC61373E686DCF3405#lc=ListOffers-Score3-7
Analista programador.python,Cantol S.A.C.,pe,"Ate, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programadorpython-ate-en-ate-96A4B737FE595DF461373E686DCF3405#lc=ListOffers-Score3-8
Analista Desarrollador Full Stack,NA,pe,"Trujillo, La Libertad",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-desarrollador-full-stack-en-trujillo-0768BE7D4C4BC1C861373E686DCF3405#lc=ListOffers-Score3-9
Soporte técnico,COMSERTRAN S.A.C.,pe,"Ate, Lima",sql,NA,"S/. 1.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-tecnico-en-ate-7C344F2CA3595A1C61373E686DCF3405#lc=ListOffers-Score3-10
Data Engineer,Software Enterprise Services SAC,pe,"Lima, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-engineer-en-lima-75D1D2DE29E9DB2761373E686DCF3405#lc=ListOffers-Score3-11
Programador Dynamics 365 Business Central,Tumi Contratistas Mineros SAC,pe,"Lurin, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-dynamics-365-business-central-en-lurin-9D7AFA54FD017E3561373E686DCF3405#lc=ListOffers-Score3-12
Asistente de Proyectos de Innovación TI,MF Asesoria y Consultoria SAC,pe,"La Victoria, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-proyectos-de-innovacion-ti-la-victoria-a-02-cuadra-metro-de-canada-en-la-victoria-A97E38E4C82479ED61373E686DCF3405#lc=ListOffers-Score3-13
Practicante de Automatización y data / Lurín,CGM RENTAL S.A.C.,pe,"Lima, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-automatizacion-y-data-lurin-en-lima-0B71661361204CF861373E686DCF3405#lc=ListOffers-Score3-14
Practicante Profesional de Desarrollo de Software y PMO,WIN,pe,"San Isidro, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-profesional-de-desarrollo-de-software-y-pmo-area-de-ti-en-san-isidro-145816F2D7BB3FDA61373E686DCF3405#lc=ListOffers-Score3-15
Desarrollador de Sistemas de Soporte Informático/Minería,Adecco Perú S.A.,pe,"Lima, Lima",sql,NA,"S/. 5.720,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-de-sistemas-de-soporte-informaticomineria-experiencia-en-bi-en-lima-96350FC0A0EFB74961373E686DCF3405#lc=ListOffers-Score3-16
Analista BI/Minería,Adecco Perú S.A.,pe,"Lima, Lima",sql,NA,"S/. 5.720,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-bimineria-desarrollador-de-sistemas-de-soporte-informatico-en-lima-9760B23B7938DA4061373E686DCF3405#lc=ListOffers-Score3-17
Jefe de Proyectos TI / Ate,GRUPO ISAMISA S.A.C.,pe,"Ate, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-proyectos-ti-ate-en-ate-3F46D673024DA1BF61373E686DCF3405#lc=ListOffers-Score3-18
Asistente de Estadística de Operaciones / Lurín,Overall Strategy,pe,"Santiago De Surco, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-estadistica-de-operaciones-lurin-en-santiago-de-surco-62E11B883A3F99A461373E686DCF3405#lc=ListOffers-Score3-19
Practicante Profesional de Riesgo de Crédito Sector Financiero,Manpower,pe,"Lima, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-profesional-de-riesgo-de-credito-sector-financiero-en-lima-40DF09351680B55F61373E686DCF3405#lc=ListOffers-Score3-0
Asistente de Producto Financiero / Lima,Manpower,pe,"Lima, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-producto-financiero-lima-en-lima-48F1F384D7D5CE6C61373E686DCF3405#lc=ListOffers-Score3-1
Analista de Automatización de Procesos / Automatización y Control de Facturación y Cobranzas/ Phyton,WIN,pe,"San Isidro, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-automatizacion-de-procesos-automatizacion-y-control-de-facturacion-y-cobranzas-phyton-area-de-facturacion-y-cobranza-win-en-san-isidro-7A370D9E12AD33AA61373E686DCF3405#lc=ListOffers-Score3-2
Desarrollador/a de Software,BSG Institute,pe,"Arequipa, Arequipa",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolladora-de-software-fullstack-en-arequipa-A29CCED6E0816B5361373E686DCF3405#lc=ListOffers-Score3-3
Asistente de Control de Gestión,Grupo Tawa,pe,"Lima, Lima",sql,Presencial y remoto,"S/. 2.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-control-de-gestion-en-lima-AFB18BE2E9F08E0C61373E686DCF3405#lc=ListOffers-Score3-4
Arquitecto de Soluciones,Apuesta Total,pe,"Lima, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-arquitecto-de-soluciones-en-lima-33890B1A5253081861373E686DCF3405#lc=ListOffers-Score3-5
Desarrollador Odoo Junior,CONSULTORIA Y ASESORIA EN TECNOLOGIA CONASTEC S.R.L.,pe,"Lima, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-odoo-junior-en-lima-A0133B9CE71EF10961373E686DCF3405#lc=ListOffers-Score3-6
Analista de soporte TI,NA,pe,"San Isidro, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-soporte-ti-en-san-isidro-876A13C9DEB8DA4061373E686DCF3405#lc=ListOffers-Score3-7
Senior Data Engineer,CONSULTORIA Y ASESORIA EN TECNOLOGIA CONASTEC S.R.L.,pe,"San Isidro, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-senior-data-engineer-python-y-bigquery-en-san-isidro-1F66921CAD71B2DF61373E686DCF3405#lc=ListOffers-Score3-8
Analista Bilingüe de Datos y Reportes,TP,pe,"San Isidro, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-bilingue-de-datos-y-reportes-en-san-isidro-DCBD0ABC0C18445961373E686DCF3405#lc=ListOffers-Score3-9
"Analista Powerbi, BI",CUBO DIGITAL S.A.C.,pe,"Chorrillos, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-powerbi-bi-en-chorrillos-81830422AD9B2B1E61373E686DCF3405#lc=ListOffers-Score3-10
Analista Senior de Inteligencia Comercial/ Trade Marketing/ Power BI / Sector Tecnología,Overall Strategy,pe,"Miraflores, Lima",sql,Presencial y remoto,"S/. 2.400,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-senior-de-inteligencia-comercial-trade-marketing-power-bi-sector-tecnologia-miraflores-en-miraflores-B85226B85930BFED61373E686DCF3405#lc=ListOffers-Score3-11
Practicante de Programación  / Bachiler ingenieria de sistemas,Artsign,pe,"Comas, Lima",sql,NA,"S/. 1.250,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-programacion--bachiler-ingenieria-de-sistemas-sede-comas-urgente-disponibilidad-inmediata-en-comas-E6C365D5787D79AB61373E686DCF3405#lc=ListOffers-Score3-12
Analista Junior de Rentabilidad y Costos Piura,Distribuidora Comercial Alvarez Bohl SRL,pe,"Piura, Piura",sql,NA,"S/. 1.950,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-junior-de-rentabilidad-y-costos-piura-en-piura-9A633E3BD8E7614061373E686DCF3405#lc=ListOffers-Score3-13
Supervisores de Cobranzas por Call Center Presencial,CO-LATAM,pe,"Los Olivos, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-supervisores-de-cobranzas-por-call-center-presencial-en-los-olivos-731E55376E99D20061373E686DCF3405#lc=ListOffers-Score3-14
Asistente Programador  Web,NA,pe,"Bellavista, Callao",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-programador-web-callao-disponibilidad-inmediata-en-bellavista-4974DC76572F10A761373E686DCF3405#lc=ListOffers-Score3-15
Asistente de sistemas Java presencial,Ittsabus,pe,"Trujillo, La Libertad",sql,NA,"S/. 1.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-sistemas-java-presencial-en-trujillo-2B248F5B2BF3975C61373E686DCF3405#lc=ListOffers-Score3-16
Asistente de Compensaciones y Beneficios,Ascensores OTIS,pe,"Ate, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-compensaciones-y-beneficios-en-ate-AE67FC84C83074DA61373E686DCF3405#lc=ListOffers-Score3-17
Desarrollador de Aplicaciones Android / Arequipa,NA,pe,"Cayma, Arequipa",sql,Presencial y remoto,"S/. 2.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-de-aplicaciones-android-arequipa-en-cayma-CE40A235BF267A6561373E686DCF3405#lc=ListOffers-Score3-18
Desarrollador ERP Odoo,NA,pe,"San Luis, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-erp-odoo-en-san-luis-B5D9844A5A70996E61373E686DCF3405#lc=ListOffers-Score3-19
desarrollador .net,DEVSTREAM,pe,"Lima, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-hibrido-en-lima-FA75B78CC5A407DB61373E686DCF3405#lc=ListOffers-Score3-0
Ingeniero de Datos,Apuesta Total,pe,"Lima, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-en-lima-043B46DE563A0ABC61373E686DCF3405#lc=ListOffers-Score3-1
Administrador de Base Datos Oracle  Junior / Middle / Remoto,NA,pe,"Lima, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrador-de-base-datos-oracle-junior-middle-remoto-planilla-completa-en-lima-6F4D367AE7DB699E61373E686DCF3405#lc=ListOffers-Score3-2
Analista programador.python,Cantol S.A.C.,pe,"Ate, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programadorpython-ate-en-ate-755941041025BCEB61373E686DCF3405#lc=ListOffers-Score3-3
Senior Fullstack Developer,RESEMIN,pe,"Ate, Lima",sql,NA,"S/. 5.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-senior-fullstack-developer-en-ate-DDB69722ECD3BA9B61373E686DCF3405#lc=ListOffers-Score3-4
Practicante de planeamiento y presupuesto,NA,pe,"San Isidro, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-planeamiento-y-presupuesto-en-san-isidro-30B31E65CD70FD2261373E686DCF3405#lc=ListOffers-Score3-5
Asistente de planeamiento y presupuesto,NA,pe,"San Isidro, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-planeamiento-y-presupuesto-en-san-isidro-F2C43F41B1A1BEEB61373E686DCF3405#lc=ListOffers-Score3-6
Analista Senior de planeamiento financiero Bcp,Adecco Perú S.A.,pe,"Santiago De Surco, Lima",sql,Presencial y remoto,"S/. 4.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-senior-de-planeamiento-financiero-bcp-en-santiago-de-surco-573C5E161654BD6E61373E686DCF3405#lc=ListOffers-Score3-7
Modelador de Datos GCP,Vooxell,pe,"Lima, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-modelador-de-datos-gcp-en-lima-E376F404DD04CE9461373E686DCF3405#lc=ListOffers-Score3-8
Analista de datos GCP,Vooxell,pe,"Lima, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-gcp-en-lima-54996F1B096B8A3761373E686DCF3405#lc=ListOffers-Score3-9
Programador Backend Junior,Automatizate Negocios,pe,"Trujillo, La Libertad",sql,NA,"S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-backend-junior-trujillo-en-trujillo-2C1D411A220CB29261373E686DCF3405#lc=ListOffers-Score3-10
Ingeniero de datos GCP,Vooxell,pe,"Lima, Lima",sql,Presencial y remoto,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-gcp-en-lima-264DB35E47D797C761373E686DCF3405#lc=ListOffers-Score3-11
Desarrollador DataStage,Vooxell,pe,"Lima, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-datastage-en-lima-BC83009B8539A00961373E686DCF3405#lc=ListOffers-Score3-12
Analista programador NET CORE,NA,pe,"Santiago De Surco, Lima",sql,NA,"S/. 3.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-net-core-en-santiago-de-surco-8A2F16153201059B61373E686DCF3405#lc=ListOffers-Score3-13
Analista de tráfico de Cobranzas,EXPERTIS,pe,"Santiago De Surco, Lima",sql,NA,"S/. 2.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-trafico-de-cobranzas-en-santiago-de-surco-37E8BD9EC1680EEE61373E686DCF3405#lc=ListOffers-Score3-14
Administrador de Base Datos / Remoto,NA,pe,"Lima, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrador-de-base-datos-remoto-en-lima-2AF97886CACE53F561373E686DCF3405#lc=ListOffers-Score3-15
Operador de Base Datos Oracle / Remoto,NA,pe,"Lima, Lima",sql,NA,"S/. 2.799,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-base-datos-oracle-remoto-en-lima-D69B68B9D09E924B61373E686DCF3405#lc=ListOffers-Score3-16
Analista de datos senior,NA,pe,"Surquillo, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-senior-en-surquillo-7512FA174A4CFB8D61373E686DCF3405#lc=ListOffers-Score3-17
Analista Programador / Miraflores / Inglés Intermedio,Consulting Advisers,pe,"Miraflores, Lima",sql,NA,"S/. 3.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-miraflores-ingles-intermedio-en-miraflores-7040C9B14901CC1E61373E686DCF3405#lc=ListOffers-Score3-18
Data Analyst CRM,Universidad Peruana Cayetano Heredia,pe,"San Isidro, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-analyst-crm-san-isidro-en-san-isidro-CC9A8FC140E5633561373E686DCF3405#lc=ListOffers-Score3-19
Practicante Profesional de Operaciones (Pacasmayo),Grupo Pacasmayo,pe,"Pacasmayo, La Libertad",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-profesional-de-operaciones-pacasmayo-en-pacasmayo-5ED90D2893B5AB2561373E686DCF3405#lc=ListOffers-Score3-0
Consultor Junior de Sap,NA,pe,"Ate, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-junior-de-sap-con-experiencia-en-rubro-automotriz-en-ate-EADEBFB9CE469DEA61373E686DCF3405#lc=ListOffers-Score3-1
Analista de Sistemas y Aplicaciones / Experiencia en Diseño de Aplicaciones / Ate,ALFA CO SOCIEDAD ANONIMA CERRADA,pe,"Ate, Lima",sql,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-sistemas-y-aplicaciones-experiencia-en-diseno-de-aplicaciones-ate-en-ate-EC4B54EF28B2822261373E686DCF3405#lc=ListOffers-Score3-2
