puesto_trabajo,nombre_empresa,pais,region_estado,tipo_contrato,salario_minimo,salario_maximo,moneda_salario,periodo_salario,plataforma_origen,tipo_fuente_datos,enlace_oferta
Técnico de Automatización Industrial,NA,Perú,"Ate, Lima",NA,"S/. 3.500,00 (Mensual)","S/. 3.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-automatizacion-industrial-planilla-de-regimen-general-en-ate-A52C2EF43DC7F10061373E686DCF3405#lc=ListOffers-Score3-9
Content Manager / Community Manager,NA,Perú,"La Victoria, Lima",NA,"S/. 2.200,00 (Mensual)","S/. 2.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-content-manager-community-manager-planilla-inmediata-en-la-victoria-796EAFC43F5717B161373E686DCF3405#lc=ListOffers-Score3-10
Auxiliar de Redes y Ciberseguridad,BSG Institute,Perú,"Arequipa, Arequipa",NA,"S/. 710,00 (Mensual)","S/. 710,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-redes-y-ciberseguridad-medio-tiempo-en-arequipa-6FC28C589261F5F161373E686DCF3405#lc=ListOffers-Score3-11
"Ejecutivo de Ventas MYPE, Asesor de Ventas / Planilla Completa + Beneficios",NA,Perú,"La Victoria, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-ventas-mype-asesor-de-ventas-planilla-completa-beneficios-la-victoria-en-la-victoria-76E936AD1A2D858761373E686DCF3405#lc=ListOffers-Score3-12
Asistente contable activos  fijos,NA,Perú,"Cerro Colorado, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-contable-activos-fijos-en-cerro-colorado-4F40263B155C1E8061373E686DCF3405#lc=ListOffers-Score3-13
Ejecutivo de atención al cliente,Reclutapro Pandapé,Perú,"San Isidro, Lima",NA,"S/. 500,00 (Mensual)","S/. 500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-atencion-al-cliente-en-san-isidro-7AE3F9EB3BFC3C4F61373E686DCF3405#lc=ListOffers-Score3-14
Técnico de atención al público,N&P FOREST WOOD WORK,Perú,"Miraflores, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-atencion-al-publico-en-miraflores-55380CBBEA6F791161373E686DCF3405#lc=ListOffers-Score3-15
Tecnico Mecánico Automotriz,TRANSPORTES YAC,Perú,"Lurin, Lima",NA,"S/. 2.000,00 (Mensual)","S/. 2.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-mecanico-automotriz-en-lurin-EC81D8F22E3EE7DD61373E686DCF3405#lc=ListOffers-Score3-16
Gestor de Cobranza Jaén,CAJA TRUJILLO,Perú,"Jaen, Cajamarca",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-gestor-de-cobranza-jaen-en-jaen-A26C0D5EF16EBDB961373E686DCF3405#lc=ListOffers-Score3-17
Ingeniero Pre Venta en Soluciones Tecnológicas,Compured S.A.C.,Perú,"Lince, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-pre-venta-en-soluciones-tecnologicas-tiempo-completo-en-lince-737CE0732DF85A6961373E686DCF3405#lc=ListOffers-Score3-18
Analista de almacén (Packing),El Pedregal,Perú,"Piura, Piura",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-almacen-packing-piura-en-piura-FAF8D3BC0516966C61373E686DCF3405#lc=ListOffers-Score3-19
Profesor Instructor  Ciberseguridad,SENATI,Perú,"Sullana, Piura",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-profesor-instructor-ciberseguridad-en-sullana-BDBD969DAC7CB88061373E686DCF3405#lc=ListOffers-Score3-0
Operador de Maquina / Calibradora Maf Roda,Manpower,Perú,"Olmos, Lambayeque",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-maquina-calibradora-maf-roda-olmos-en-olmos-4015873C1FFEE43161373E686DCF3405#lc=ListOffers-Score3-1
Supervisor de Maquina  / Calibradora Maf Roda,Manpower,Perú,"Olmos, Lambayeque",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-maquina--calibradora-maf-roda-olmos-en-olmos-841804DB0358FA6E61373E686DCF3405#lc=ListOffers-Score3-2
Técnico en Telecomunicaciones / Licencia A1,INNOVABILIDAD GROUP E.I.R.L.,Perú,"Ica, Ica",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-telecomunicaciones-licencia-a1-disponibilidad-24x7-en-ica-07CF427FEB77C30C61373E686DCF3405#lc=ListOffers-Score3-3
Supervisor de Producción,NA,Perú,"Lurin, Lima",NA,"S/. 2.500,00 (Mensual)","S/. 2.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-produccion-lima-sur-en-lurin-0FACF493601593BA61373E686DCF3405#lc=ListOffers-Score3-4
Auxiliar administrativo de fitosanidad,Agrovision Peru Sac,Perú,"Olmos, Lambayeque",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativo-de-fitosanidad-en-olmos-EA7811FC738DB33261373E686DCF3405#lc=ListOffers-Score3-5
Desarrollador Junior – Full Stack,ALS LS PERU S.A.C.,Perú,"Lima, Lima",NA,"S/. 1.500,00 (Mensual)","S/. 1.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-junior-full-stack-laboratorio-ambiental-en-lima-109C5320D211179661373E686DCF3405#lc=ListOffers-Score3-6
Ejecutivo comercial,Inti Raymi S.A.,Perú,"Arequipa, Arequipa",NA,"S/. 1.800,00 (Mensual)","S/. 1.800,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-comercial-en-arequipa-2CE6F4602F3ED57761373E686DCF3405#lc=ListOffers-Score3-7
Notificador y Despachador/ Campaña Todinno Huachipa/12 horas rotativos,Molitalia,Perú,"Lima, Lima",NA,"S/. 1.300,00 (Mensual)","S/. 1.300,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-notificador-y-despachador-campana-todinno-huachipa12-horas-rotativos-en-lima-8662D2B0ABC066F161373E686DCF3405#lc=ListOffers-Score3-8
Supervisor de Aseguramiento de la Calidad,NA,Perú,"Chorrillos, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-aseguramiento-de-la-calidad-quimico-farmaceutico-en-chorrillos-67B4DBDE1D69902A61373E686DCF3405#lc=ListOffers-Score3-9
Especialista de Herramientas Analíticas de Riesgos,Caja Rural de Ahorro y Credito Los Andes S.A.,Perú,"Miraflores, Lima",Presencial y remoto,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-especialista-de-herramientas-analiticas-de-riesgos-en-miraflores-71E800AB6DE51B2061373E686DCF3405#lc=ListOffers-Score3-10
"Ingeniero en Administración de Data Center y Redes, Titulado y colegiado",Consutic,Perú,"Jesus Maria, Lima",NA,"S/. 3.200,00 (Mensual)","S/. 3.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-administracion-de-data-center-y-redes-titulado-y-colegiado-en-jesus-maria-C482A695FCE39C7C61373E686DCF3405#lc=ListOffers-Score3-11
Asesor Educativo,Compured S.A.C.,Perú,"Lince, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-educativo-tiempo-completo-en-lince-ECD78F145B8E713661373E686DCF3405#lc=ListOffers-Score3-12
Analista de Programación y Gestión de la Producción (PGP),INCA TOPS S.A.,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-programacion-y-gestion-de-la-produccion-pgp-en-arequipa-41E9939131AAB71061373E686DCF3405#lc=ListOffers-Score3-13
Digitador / Exp. en Seguros / San Isidro,Adecco Perú S.A.,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-digitador-exp-en-seguros-san-isidro-en-san-isidro-F14C6EA9DAA34FF461373E686DCF3405#lc=ListOffers-Score3-14
Asistentes Digitadores,Ancro S.R.L.,Perú,"Villa El Salvador, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistentes-digitadores-en-villa-el-salvador-BA6F987316AF9C6561373E686DCF3405#lc=ListOffers-Score3-15
Técnico(a) de enfermería de consulta externa temporal,Grupo AUNA,Perú,"Chiclayo, Lambayeque",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnicoa-de-enfermeria-de-consulta-externa-temporal-clinica-chiclayo-en-chiclayo-93F3A99E7973FD0F61373E686DCF3405#lc=ListOffers-Score3-16
Supervisor de Operaciones,ENVIROCLEAN,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-operaciones-en-lima-2BE4B39BDFD63E4B61373E686DCF3405#lc=ListOffers-Score3-17
Tecnico en sistemas,GROUP SELECT PERU S.A.C.,Perú,"Lima, Lima",NA,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-sistemas-presencial-con-experiencia-en-lima-D5A1040FC544538861373E686DCF3405#lc=ListOffers-Score3-18
ejecutivo/a comercial,REL ENGLISH S.A.C.,Perú,"Lima, Lima",NA,"S/. 3.000,00 (Mensual)","S/. 3.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivoa-comercial-trabajo-remoto-en-lima-B72BF718CD82A52961373E686DCF3405#lc=ListOffers-Score3-19
Analista PMO (Project manager),BRM PERU S.A.C.,Perú,"Lima, Lima",Presencial y remoto,"S/. 2.000,00 (Mensual)","S/. 2.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-pmo-project-manager-gestion-hibrida-en-lima-F1C95746F26732D661373E686DCF3405#lc=ListOffers-Score3-0
Asistente contable,Pizza Raúl,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-contable-en-san-isidro-D4051E61E24DA8F061373E686DCF3405#lc=ListOffers-Score3-1
Analista de QA / Tester de Software,OSYS,Perú,"Santiago De Surco, Lima",Presencial y remoto,"S/. 3.800,00 (Mensual)","S/. 3.800,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-qa-tester-de-software-no-es-un-rol-de-soporte-ti-en-santiago-de-surco-0F899A0933C63D4761373E686DCF3405#lc=ListOffers-Score3-2
Convocatoria para Jefe de venta de Campo / Rubro de Alimento de Mascotas y de Consumo Masivo,AYC OPERADOR LOGISTICO,Perú,"Santa Anita, Lima",NA,"S/. 2.000,00 (Mensual)","S/. 2.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-convocatoria-para-jefe-de-venta-de-campo-rubro-de-alimento-de-mascotas-y-de-consumo-masivo-canal-tradicional-en-santa-anita-8355FE57DDFC442D61373E686DCF3405#lc=ListOffers-Score3-3
Coordinador de campo en transportes,Transportes Tacsa,Perú,"Lurin, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-campo-en-transportes-sede-lurin-turno-noche-en-lurin-84C41811E0DA92F261373E686DCF3405#lc=ListOffers-Score3-4
Analista QA senior,Valtx,Perú,"San Borja, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-qa-senior-en-san-borja-55750C6A16F9C52461373E686DCF3405#lc=ListOffers-Score3-5
Asistente de automatización de procesos en plataformas de Contact Center,WIN,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-automatizacion-de-procesos-en-plataformas-de-contact-center-sector-de-telecomunicaciones-en-san-isidro-993A0692DB04C7A761373E686DCF3405#lc=ListOffers-Score3-6
Supervisor FM Ingeniero Civil,SERVICIOS INTEGRALES MARITIMOS S.A.,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-fm-ingeniero-civil-estructuras-metalicas-en-lima-B2FD8449BF1E624D61373E686DCF3405#lc=ListOffers-Score3-7
recepcionista,NA,Perú,"San Juan De Lurigancho, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-en-san-juan-de-lurigancho-AB5C352B46472E3B61373E686DCF3405#lc=ListOffers-Score3-8
"Administración Industrial, Producción",Creditex S.A.A.,Perú,"La Esperanza, La Libertad",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administracion-industrial-produccion-planta-industrial-la-esperanza-en-la-esperanza-1624ACD4E649CCC661373E686DCF3405#lc=ListOffers-Score3-9
Desarrollador en Phyton,Comsitec SAC,Perú,"Huancayo, Junin",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-en-phyton-en-huancayo-772A2CD3CAF367D461373E686DCF3405#lc=ListOffers-Score3-10
Asesor de cobranza telefonica,Santander Consumer Bank S.A.,Perú,"Lima, Lima",NA,"S/. 1.025,00 (Mensual)","S/. 1.025,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-cobranza-telefonica-en-lima-6743B29D0D5B382A61373E686DCF3405#lc=ListOffers-Score3-11
"Ventas, Cartas de Garantía",NA,Perú,"Trujillo, La Libertad",NA,"S/. 500,00 (Mensual)","S/. 500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ventas-cartas-de-garantia-atencion-a-clientes-en-trujillo-66B3B94B35F485DC61373E686DCF3405#lc=ListOffers-Score3-12
Facturador/a Tiempo Completo  para Planta de Alimentos  Chorrillos,Aramburú Matriz,Perú,"Chorrillos, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-facturadora-tiempo-completo-para-planta-de-alimentos-chorrillos-en-chorrillos-9C620FDB8D0998F861373E686DCF3405#lc=ListOffers-Score3-13
Recepcionista,Aviation Security Group,Perú,"Santiago De Surco, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-tiempo-completo-en-santiago-de-surco-ADE98484B8579A7361373E686DCF3405#lc=ListOffers-Score3-14
Técnico de Soporte en Sitio ICA,INDRA,Perú,"Ica, Ica",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-soporte-en-sitio-ica-en-ica-9785E2B69935CA1961373E686DCF3405#lc=ListOffers-Score3-15
Asistente de Centro de Control Patrimonial,Mission Produce Perú,Perú,"Olmos, Lambayeque",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-centro-de-control-patrimonial-olmos-en-olmos-2DCB1A8D03D8C35461373E686DCF3405#lc=ListOffers-Score3-16
Notificador y Despachador/ Campaña Todinno Huachipa/12 horas rotativos,Molitalia,Perú,"Lurigancho, Lima",NA,"S/. 1.300,00 (Mensual)","S/. 1.300,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-notificador-y-despachador-campana-todinno-huachipa12-horas-rotativos-en-lurigancho-F946A13A168220D761373E686DCF3405#lc=ListOffers-Score3-17
Coordinador de Mesa de Ayuda TI,Panacea Consultores S.A.,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-mesa-de-ayuda-ti-ing-coordinador-mesa-de-ayuda-en-san-isidro-81A8B3F279E858A061373E686DCF3405#lc=ListOffers-Score3-18
Practicante de Soporte TI,NA,Perú,"Callao, Callao",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-soporte-ti-callao-en-callao-2ACC2E6B67C7C43461373E686DCF3405#lc=ListOffers-Score3-19
Agencia de Carga Internacional requiere Ejecutivo de Cuentas Importación,NA,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-agencia-de-carga-internacional-requiere-ejecutivo-de-cuentas-importacion-en-san-isidro-32D60BDD2A0CB6C361373E686DCF3405#lc=ListOffers-Score3-0
Analista de TI,NA,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-ti-cercado-de-lima-en-lima-7B5749B469DBC7E661373E686DCF3405#lc=ListOffers-Score3-1
"Técnico de Reparación de Laptops y Computadoras, Servicio Técnico/ Planilla Completa + Beneficios",NA,Perú,"Tacna, Tacna",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-reparacion-de-laptops-y-computadoras-servicio-tecnico-planilla-completa-beneficios-tacna-en-tacna-47E82AA244897A8961373E686DCF3405#lc=ListOffers-Score3-2
¡Urgente! Lima Norte / Agentes de Importaciones  / Disponibilidad Inmediata,INCLICK CONTAC CENTER S.A.C.,Perú,"Lima, Lima",NA,"S/. 1.130,00 (Mensual)","S/. 1.130,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-lima-norte-agentes-de-importaciones--disponibilidad-inmediata-en-lima-6F81173B3BB03D3761373E686DCF3405#lc=ListOffers-Score3-3
Analista de base de datos / sector minero,Manpower,Perú,"Cajamarca, Cajamarca",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-base-de-datos-sector-minero-cajamarca-ref-77168-en-cajamarca-63309DE5DC72002561373E686DCF3405#lc=ListOffers-Score3-4
QA Funcional,WOSAK S.A.C.,Perú,"San Borja, Lima",Presencial y remoto,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-qa-funcional-en-san-borja-925FBBFFDD31375061373E686DCF3405#lc=ListOffers-Score3-5
"Técnico de mantenimiento para Arequipa / Sueldo S/2,103 + S/300 de movilidad",Prosegur,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-mantenimiento-para-arequipa-sueldo-s2103-s300-de-movilidad-experiencia-en-reparacion-de-computadoras-yo-celulares-en-arequipa-7AF7849446E80AD361373E686DCF3405#lc=ListOffers-Score3-6
"Técnico de mantenimiento para Lima / Sueldo S/2,103 + S/300 de movilidad",Prosegur,Perú,"San Juan De Miraflores, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-mantenimiento-para-lima-sueldo-s2103-s300-de-movilidad-experiencia-en-reparacion-de-computadoras-yo-celulares-en-san-juan-de-miraflores-F68EC04FBBEE1C1961373E686DCF3405#lc=ListOffers-Score3-7
"Técnico de mantenimiento para Tingo María / Sueldo S/2,103 + S/300 de movilidad / Trabajo remoto",Prosegur,Perú,"Tingo Maria, Huanuco",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-mantenimiento-para-tingo-maria-sueldo-s2103-s300-de-movilidad-trabajo-remoto-experiencia-en-reparacion-de-computadoras-yo-celulares-en-tingo-maria-4C736292C37556B961373E686DCF3405#lc=ListOffers-Score3-8
Técnico de mantenimiento y emergencia,Bitel,Perú,"Lima, Lima",NA,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-mantenimiento-y-emergencia-zona-sur-de-lima-en-lima-E494157D749AAFFB61373E686DCF3405#lc=ListOffers-Score3-9
Programador de Sistemas PowerBuilder/Trabajo presencial en SJL,NA,Perú,"San Juan De Lurigancho, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-de-sistemas-powerbuildertrabajo-presencial-en-sjl-en-san-juan-de-lurigancho-016730CB6CD4DD0861373E686DCF3405#lc=ListOffers-Score3-10
Programador de sistemas,NA,Perú,"Lince, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-de-sistemas-software-net-en-lince-90711EC97269B8AF61373E686DCF3405#lc=ListOffers-Score3-11
Movistar Real Plaza Huancayo ¡Comisiones ilimitadas! Asesor/a de Atención al Cliente y Ventas,Aadaru,Perú,"Huancayo, Junin",NA,"S/. 1.130,00 (Mensual)","S/. 1.130,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-movistar-real-plaza-huancayo-comisiones-ilimitadas-asesora-de-atencion-al-cliente-y-ventas-en-huancayo-2BF7F3F1FD822E4861373E686DCF3405#lc=ListOffers-Score3-12
