puesto_estandarizado,nombre_empresa,ubicacion,modalidad,salario
Asistente Help Desk,Epli S.A.C.,,,
Asistente Help Desk,PECASANET E.I.R.L,,Presencial y remoto,"S/. 1.200,00 (Mensual)"
Asistente Help Desk,Ecopacking,,,
Asistente Help Desk,Grupo Intercorp,,Presencial y remoto,
Asistente Help Desk,Afe Service Sac,,,
Asistente Help Desk,RESEMIN,,,
Asistente Help Desk,Texsorsa sac,,,
Asistente Help Desk,Adecco Perú S.A.,,,
Asistente Help Desk,AQUARIUS CONSULTING S.A.C.,,,
Asistente Help Desk,Sharf,,,
Asistente Help Desk,Sharf,,,
Asistente Help Desk,Sharf,,,
Asistente Help Desk,GRUAS ESMY E.I.R.L,,,"S/. 1.200,00 (Mensual)"
Asistente Help Desk,,,,"S/. 1.200,00 (Mensual)"
Asistente Help Desk,Para Rayos,,,
Asistente Help Desk,,,,
Asistente Help Desk,Más Ventas,,,"S/. 1.400,00 (Mensual)"
Asistente Help Desk,Grupo Intercorp,,Presencial y remoto,
Asistente Help Desk,Panorama Bpo,,,
Asistente Help Desk,T-ID SOLUTIONS SAC,,Presencial y remoto,
Asistente Help Desk,TERMO SISTEMAS SAC,,,
Asistente Help Desk,,,,"S/. 1.800,00 (Mensual)"
Asistente Help Desk,,,,"S/. 1.500,00 (Mensual)"
Asistente Help Desk,Clínica de Encías,,,"S/. 2.000,00 (Mensual)"
Asistente Help Desk,GAMACMIN,,,"S/. 1.500,00 (Mensual)"
Asistente Help Desk,Coopac Kori,,,"S/. 1.800,00 (Mensual)"
Asistente Help Desk,Grupo Educa_d,,,
Asistente Help Desk,,,,
Asistente Help Desk,RICAR,,,
Asistente Help Desk,Praxis Comercial S.A.C,,,
Asistente Help Desk,Grupo Educa_d,,,
Asistente Help Desk,Refriperu,,,
Asistente Help Desk,Overall Strategy,,,
Asistente Help Desk,GRUPO BRYALU E.I.R.L.,,,"S/. 1.500,00 (Mensual)"
Asistente Help Desk,Flint Group Peru S.A.,,,
Asistente Help Desk,,,,
Asistente Help Desk,,,,
Asistente Help Desk,,,,
Asistente Help Desk,VILCARROMERO CONTADORES & ASOCIADOS S.A.C,,,"S/. 1.500,00 (Mensual)"
Asistente Help Desk,ABC MULTISERVICIOS GENERALES,,,"S/. 2.000,00 (Mensual)"
Asistente Help Desk,ABC MULTISERVICIOS GENERALES,,,"S/. 2.000,00 (Mensual)"
Asistente Help Desk,I.T.PUENTE DE LOS SUSPIROS SAC,,,
Asistente Help Desk,AGROFRUTOS,,,
Asistente Help Desk,COOPAC CUAJONE,,,
Asistente Help Desk,RIPLEY,,,
Asistente Help Desk,GRUPO MADDOX SAC,,Presencial y remoto,
Asistente Help Desk,Mibanco - Banco de la Microempresa,,,
Asistente Help Desk,,,,
Asistente Help Desk,MONTALVO INSTITUTE CORP SAC,,,"S/. 1.300,00 (Mensual)"
Asistente Help Desk,,,,
Asistente Help Desk,,,,
Asistente Help Desk,NATU PERU,,,
Asistente Help Desk,KOMATSU - MITSUI MAQUINARIAS,,,
Asistente Help Desk,Mibanco - Banco de la Microempresa,,,
Asistente Help Desk,Grupo Intercorp,,Presencial y remoto,
Asistente Help Desk,PRESTAMYPE,,Presencial y remoto,
Asistente Help Desk,DMS Peru S.A.C,,,
Asistente Help Desk,Laureate,,,
Asistente Help Desk,MACROSS,,,"S/. 1.500,00 (Mensual)"
Asistente Help Desk,Grupo San Pablo,,,
Asistente Help Desk,Estilos S.R.L.,,,"S/. 1.200,00 (Mensual)"
Asistente Help Desk,DRAPHAR PERÚ,,,"S/. 1.500,00 (Mensual)"
Asistente Help Desk,Air Cool system sm sac,,,
Asistente Help Desk,Corporación Educativa Mendel - Arequipa,,,
Asistente Help Desk,Aadaru,,,
Asistente Help Desk,I-RUN,,,
Asistente Help Desk,OCA GLOBAL PERÚ,,,"S/. 2.000,00 (Mensual)"
Asistente Help Desk,CM CRISTOBAL SAC,,,
Asistente Help Desk,Limtek Servicios Integrales,,,"S/. 1.500,00 (Mensual)"
Asistente Help Desk,COOPAC SANTA CATALINA LTDA 103,,,
Asistente Help Desk,CL SELECTION,,,
Asistente Help Desk,,,,
Asistente Help Desk,Overall Strategy,,,
Asistente Help Desk,Laboratorios Portugal,,,"S/. 2.000,00 (Mensual)"
Maquinista Acabados Iii,Molitalia,,,
Maquinista Acabados Iii,Casino Golden Palace,,,
Maquinista Acabados Iii,VMwaresis S.A.C.,,,
Maquinista Acabados Iii,Well HR,,,
Maquinista Acabados Iii,Prosegur,,,
Maquinista Acabados Iii,Casino Golden Palace,,,
Maquinista Acabados Iii,GRUPO METALINDUSTRIAS,,,
Maquinista Acabados Iii,PASTIPAN,,,
Maquinista Acabados Iii,Amauta,,,
Maquinista Acabados Iii,ALLIN GROUP JAVIER PRADO SA.,,,
Maquinista Acabados Iii,PASTIPAN,,,
Maquinista Acabados Iii,GRUPO NATIONAL S.A.,,,
Maquinista Acabados Iii,VMwaresis S.A.C.,,,
Maquinista Acabados Iii,PASTIPAN,,,"S/. 2.000,00 (Mensual)"
Maquinista Acabados Iii,,,,"S/. 1.750,00 (Mensual)"
Maquinista Acabados Iii,Nicoll Perú S.A,,,
Maquinista Acabados Iii,DICOMSA S.A.,,,"S/. 2.000,00 (Mensual)"
Maquinista Acabados Iii,AGROINDUSTRIAL MOLINOS TROPICAL,,,"S/. 1.500,00 (Mensual)"
Maquinista Acabados Iii,GRUPO NATIONAL S.A.,,,"S/. 1.130,00 (Mensual)"
Maquinista Acabados Iii,,,,
Maquinista Acabados Iii,SMI,,,
Maquinista Acabados Iii,AGROINDUSTRIAL MOLINOS TROPICAL,,,"S/. 1.500,00 (Mensual)"
Maquinista Acabados Iii,Famesa Explosivos sac,,,
Maquinista Acabados Iii,,,,
Maquinista Acabados Iii,GRUPO NATIONAL S.A.,,,"S/. 1.800,00 (Mensual)"
Maquinista Acabados Iii,SMI,,,"S/. 1.800,00 (Mensual)"
Maquinista Acabados Iii,PASTIPAN,,,"S/. 2.000,00 (Mensual)"
Maquinista Acabados Iii,Hermes Transportes Blindados SAC.,,,
Maquinista Acabados Iii,SMI,,,
Maquinista Acabados Iii,Clínica San Antonio,,,
Maquinista Acabados Iii,Molitalia,,,"S/. 1.500,00 (Mensual)"
Maquinista Acabados Iii,Prosegur,,,
Maquinista Acabados Iii,Amauta,,,
Maquinista Acabados Iii,Molitalia,,,"S/. 1.300,00 (Mensual)"
Maquinista Acabados Iii,Resinplast S.A,,,
Maquinista Acabados Iii,,,,
Maquinista Acabados Iii,Nicoll Perú S.A,,,
Maquinista Acabados Iii,Molitalia,,,"S/. 1.300,00 (Mensual)"
Maquinista Acabados Iii,Well HR,,,
Maquinista Acabados Iii,Molitalia,,,
Maquinista Acabados Iii,Nicoll Perú S.A,,,
Maquinista Acabados Iii,GRUPO NATIONAL S.A.,,,"S/. 1.800,00 (Mensual)"
Maquinista Acabados Iii,,,,
Maquinista Acabados Iii,GRUPO NATIONAL S.A.,,,"S/. 2.000,00 (Mensual)"
Maquinista Acabados Iii,Amauta,,,
Maquinista Acabados Iii,Laboratorios Portugal,,,
Maquinista Acabados Iii,Starbrands Group,,,"S/. 1.025,00 (Mensual)"
Maquinista Acabados Iii,Casino Golden Palace,,,
Maquinista Acabados Iii,Clínica San Antonio,,,
Maquinista Acabados Iii,Label Perú S.A.C.,,,
Maquinista Acabados Iii,CORPORACION ENERJET S.A.,,,"S/. 1.900,00 (Mensual)"
Maquinista Acabados Iii,,,,"S/. 1.350,00 (Mensual)"
Maquinista Acabados Iii,Casino Golden Palace,,,
Maquinista Acabados Iii,Molitalia,,,"S/. 1.300,00 (Mensual)"
Maquinista Acabados Iii,Molitalia,,,"S/. 1.300,00 (Mensual)"
Maquinista Acabados Iii,Adecco Perú S.A.,,,"S/. 1.300,00 (Mensual)"
Maquinista Acabados Iii,ALLIN GROUP JAVIER PRADO SA.,,,
Maquinista Acabados Iii,Ransa Comercial  S.A.,,,
Maquinista Acabados Iii,Austral Group S.A.A.,,,
Maquinista Acabados Iii,GRUPO NATIONAL S.A.,,,"S/. 2.000,00 (Mensual)"
Analista Bi Comercial,Los Portales,,,
Analista Bi Comercial,Adecco Perú S.A.,,,"S/. 5.720,00 (Mensual)"
Analista Bi Comercial,Grupo Intercorp,,Presencial y remoto,
Analista Bi Comercial,M4G,,Presencial y remoto,
Analista Bi Comercial,Grupo Tawa,,,
Analista Bi Comercial,Grupo Tawa,,,"S/. 2.500,00 (Mensual)"
Analista Bi Comercial,Adecco Perú S.A.,,,"S/. 5.720,00 (Mensual)"
Analista Bi Comercial,Panorama Bpo,,,
Analista Bi Comercial,Manpower,,,
Analista Bi Comercial,Total Talent Human Resources,,,
Analista Bi Comercial,SOLIDEZ EMPRESARIAL S.A.,,Presencial y remoto,
Analista Bi Comercial,Manpower,,,
Analista Bi Comercial,Atento Perú,,Presencial y remoto,
Analista Bi Comercial,Universidad Catolica Santo Toribio de Mogrovejo,,,
Analista Bi Comercial,Overall Strategy,,Presencial y remoto,"S/. 2.500,00 (Mensual)"
Analista Bi Comercial,Atento Perú,,Presencial y remoto,
Analista Bi Comercial,Grupo Intercorp,,Presencial y remoto,
Analista Bi Comercial,Panorama Bpo,,,
Analista Bi Comercial,Grupo Tawa,,,"S/. 2.500,00 (Mensual)"
Analista Bi Comercial,Los Portales,,,
Analista Bi Comercial,Grupo Tawa,,,
Analista Bi Comercial,Universidad Catolica Santo Toribio de Mogrovejo,,,
Analista Bi Comercial,Los Portales,,,
Analista Bi Comercial,RECSA PERÚ,,Presencial y remoto,
Analista Bi Comercial,Adecco Perú S.A.,,,"S/. 5.720,00 (Mensual)"
Analista Bi Comercial,Overall Strategy,,Presencial y remoto,"S/. 2.500,00 (Mensual)"
Analista Bi Comercial,M4G,,Presencial y remoto,
Analista Bi Comercial,Manpower,,,
Analista Bi Comercial,Panorama Bpo,,,
Analista Bi Comercial,Universidad Catolica Santo Toribio de Mogrovejo,,,
Analista Bi Comercial,Grupo Tawa,,,
Analista Bi Comercial,BairesDev LLC,,,
Analista Bi Comercial,Overall Strategy,,,"S/. 2.500,00 (Mensual)"
Analista Bi Comercial,RECSA PERÚ,,Presencial y remoto,
Analista Bi Comercial,Grupo Tawa,,,"S/. 2.500,00 (Mensual)"
Analista Bi Comercial,BairesDev LLC,,,
Analista Bi Comercial,Atento Perú,,Presencial y remoto,
Analista Bi Comercial,Manpower,,,
Analista Bi Comercial,Los Portales,,,
Agente Call Center,NOGALES HIGH S.A.C.,,,"S/. 2.500,00 (Mensual)"
Agente Call Center,LYMCSA,,,"S/. 1.130,00 (Mensual)"
Agente Call Center,,,,
Agente Call Center,CO-LATAM,,,
Agente Call Center,Sicobra Perú,,,
Agente Call Center,Derma Salud,,,"S/. 1.200,00 (Mensual)"
Agente Call Center,KasNet,,,
Agente Call Center,CONSULTORES LEGALES ASOCIADOS S.A,,,
Agente Call Center,Corporación Mendoza,,,
Agente Call Center,Grupo Expro,,,"S/. 1.500,00 (Mensual)"
Agente Call Center,AMG International E.I.R.L.,,,"S/. 1.450,00 (Mensual)"
Agente Call Center,CALLYPSO PERU S.A.C.,,,"S/. 1.600,00 (Mensual)"
Agente Call Center,A365,,Presencial y remoto,"S/. 1.130,00 (Mensual)"
Agente Call Center,Hogar Clinica San Juan de Dios,,,
Agente Call Center,,,,
Agente Call Center,,,,
Agente Call Center,BRM PERU S.A.C.,,Presencial y remoto,
Agente Call Center,RECUPERA BUSINESS PARTNER SAC,,,"S/. 1.130,00 (Mensual)"
Agente Call Center,Necomplus,,,
Agente Call Center,CENTRO DE NEGOCIOS RYG S.A.C,,,"S/. 1.200,00 (Mensual)"
Agente Call Center,,,,
Agente Call Center,Universidad Peruana Cayetano Heredia,,,
Agente Call Center,Grupo Expro,,,"S/. 1.500,00 (Mensual)"
Agente Call Center,Laureate,,,
Agente Call Center,Unilabs,,,
Agente Call Center,Entel Connect Center,,,
Agente Call Center,,,,
Agente Call Center,Verisure Peru SAC,,,
Agente Call Center,Verisure Peru SAC,,,
Agente Call Center,Grupo Expro,,,"S/. 1.500,00 (Mensual)"
Agente Call Center,OPTICAS VISIONE PANDA S.A.C.,,,"S/. 1.150,00 (Mensual) + Comisiones"
Agente Call Center,Prosegur,,,
Agente Call Center,Atento Perú,,,
Agente Call Center,British House International - Casa Matriz,,,"S/. 600,00 (Mensual)"
Agente Call Center,Asistencia Mecanica,,,"S/. 1.800,00 (Mensual)"
Agente Call Center,Corporación Mendoza,,,"S/. 500,00 (Mensual)"
Agente Call Center,Universidad Continental,,Presencial y remoto,
Agente Call Center,Universidad Continental,,Presencial y remoto,
Agente Call Center,DACOMPANY SAC,,Presencial y remoto,
Agente Call Center,Grupo Educa_d,,,
Agente Call Center,Grupo Expro,,,"S/. 1.500,00 (Mensual)"
Agente Call Center,CO-LATAM,,,
Agente Call Center,INVERSIONES INMOBILIARIAS SAN PABLO-PIURA SOCIEDAD ANONIMA CERRADA,,,"S/. 1.200,00 (Mensual)"
Agente Call Center,Apex America Perú,,,"S/. 1.800,00 (Mensual)"
Agente Call Center,GRUPO MERPES PERU S.A.C.,,,"S/. 2.500,00 (Mensual)"
Agente Call Center,,,,
Agente Call Center,,,,"S/. 1.300,00 (Mensual)"
Agente Call Center,Llamagas,,,
Agente Call Center,CICSA PERU S.A.C.,,,"S/. 1.200,00 (Mensual)"
Agente Call Center,CLINICA PERUANO SUIZA,,,
Agente Call Center,CALLYPSO PERU S.A.C.,,,"S/. 1.600,00 (Mensual)"
Agente Call Center,British House International - Casa Matriz,,,"S/. 600,00 (Mensual)"
Agente Call Center,A365,,,
Agente Call Center,A365,,,
Agente Call Center,Unilabs,,,
Agente Call Center,Kobranzas SAC,,,"S/. 1.300,00 (Mensual)"
Agente Call Center,Grupo Intercorp,,,"S/. 1.025,00 (Mensual)"
Agente Call Center,CO-LATAM,,,
Agente Call Center,Necomplus,,,
Agente Call Center,Manpower,,,
Agente Call Center,CONTACTA Y NEGOCIA S.A.C.,,,
Agente Call Center,British House International - Casa Matriz,,,"S/. 600,00 (Mensual)"
Agente Call Center,,,,
Agente Call Center,British House International - Casa Matriz,,,"S/. 600,00 (Mensual)"
Agente Call Center,Verisure Peru SAC,,,"S/. 1.130,00 (Mensual)"
Agente Call Center,Verisure Peru SAC,,,
Agente Call Center,Salesland Pacífico,,,
Agente Call Center,,,,
Agente Call Center,Verisure Peru SAC,,,
Agente Call Center,,,,
Agente Call Center,TRUSTCORP SAC,,,"S/. 1.130,00 (Mensual)"
Agente Call Center,TCONTAKTO,,,
Agente Call Center,Cantalloc SAC,,,
Agente Call Center,Tienda Pago Peru SAC,,,"S/. 1.291,00 (Mensual) + Comisiones"
Agente Call Center,REGENERA SKIN SOCIEDAD ANONIMA CERRADA,,,"S/. 1.400,00 (Mensual)"
Agente Call Center,Estilos S.R.L.,,,
Agente Call Center,Entel Connect Center,,,
Agente Call Center,Divemotor,,,
Agente Call Center,CICSA PERU S.A.C.,,,"S/. 1.200,00 (Mensual)"
Agente Call Center,CONTACTA Y NEGOCIA S.A.C.,,,
Agente Call Center,Atento Perú,,,
Agente Call Center,Grupo Expro,,,"S/. 1.500,00 (Mensual)"
Agente Call Center,Gescom,,,"S/. 1.500,00 (Mensual)"
Agente Call Center,Kobranzas SAC,,,"S/. 1.200,00 (Mensual)"
Agente Call Center,,,,
Agente Call Center,CONTACTA Y NEGOCIA S.A.C.,,,
Agente Call Center,WOSAK S.A.C.,,,
Agente Call Center,Clinica Cayetano Heredia,,,
Agente Call Center,Universidad Peruana Cayetano Heredia,,,
Agente Call Center,Kobranzas SAC,,,"S/. 1.300,00 (Mensual)"
Agente Call Center,Los Portales,,,
Agente Call Center,,,,
Agente Call Center,Magna Institución de Especialización Profesional,,,
Agente Call Center,CMV REMISSE,,,"S/. 1.350,00 (Mensual)"
Agente Call Center,Entel Connect Center,,,
Agente Call Center,CORPORACION CASASOLA & LAINES ABOGADOS S.A.C.,,,
Agente Call Center,,,,
Agente Call Center,TOURING Y AUTOMOVIL CLUB DEL PERU,,,
Agente Call Center,Grupo San Pablo,,,
Agente Call Center,CICSA PERU S.A.C.,,,"S/. 1.200,00 (Mensual)"
Agente Call Center,,,,"S/. 1.100,00 (Mensual)"
Agente Call Center,NOGALES HIGH S.A.C.,,,"S/. 1.500,00 (Mensual)"
Agente Call Center,TRUSTCORP SAC,,,"S/. 1.200,00 (Mensual)"
Agente Call Center,Grupo Expro,,,"S/. 1.500,00 (Mensual)"
Agente Call Center,HUARCAYA ALVAREZ JAVIER,,,"S/. 1.350,00 (Mensual)"
Agente Call Center,,,,"S/. 1.200,00 (Mensual)"
Agente Call Center,A365,,Presencial y remoto,"S/. 1.130,00 (Mensual)"
Agente Call Center,Hermes Transportes Blindados SAC.,,,
Agente Call Center,CO-LATAM,,,
Agente Call Center,,,,
Agente Call Center,NEMO CONTACT CENTER E.I.R.L.,,,"S/. 600,00 (Mensual) + Comisiones"
Agente Call Center,Grupo Expro,,,"S/. 1.500,00 (Mensual)"
Agente Call Center,BLUE EYES INNOVATION TECH S.A.C.,,,"S/. 500,00 (Mensual) + Comisiones"
Agente Call Center,Platanitos Boutique,,,
Agente Call Center,Corporación Roky´s,,,
Agente Call Center,Grupo Expro,,,"S/. 1.500,00 (Mensual)"
Agente Call Center,CORASUR S.A.,,,
Agente Call Center,INKADEVS S.A.C.,,,
Agente Call Center,Atento Perú,,,"S/. 1.130,00 (Mensual)"
Agente Call Center,Asistencia Mecanica,,,"S/. 1.800,00 (Mensual)"
Agente Call Center,KasNet,,,
Agente Call Center,,,,
Agente Call Center,RECUPERA BUSINESS PARTNER SAC,,,"S/. 1.250,00 (Mensual)"
Agente Call Center,Entel Connect Center,,,
Agente Call Center,Entel Connect Center,,,
Agente Call Center,A365,,Presencial y remoto,"S/. 1.130,00 (Mensual)"
Agente Call Center,,,,
Agente Call Center,HUARCAYA ALVAREZ JAVIER,,,"S/. 1.350,00 (Mensual)"
Agente Call Center,A365,,Presencial y remoto,"S/. 1.130,00 (Mensual)"
Agente Call Center,A365,,Presencial y remoto,"S/. 1.130,00 (Mensual)"
Agente Call Center,Hogar Clinica San Juan de Dios,,,
Agente Call Center,RECSA PERÚ,,,"S/. 1.500,00 (Mensual)"
Agente Call Center,B Motors,,,
Agente Call Center,Salesland Pacífico,,,
Agente Call Center,Adecco Perú S.A.,,,"S/. 1.300,00 (Mensual)"
Agente Call Center,Entel Connect Center,,,
Agente Call Center,,,,
Agente Call Center,Prosegur,,,
Agente Call Center,,,Presencial y remoto,
Agente Call Center,Manpower,,,"S/. 1.130,00 (Mensual)"
Agente Call Center,CONTACTA Y NEGOCIA S.A.C.,,,
Agente Call Center,WANDOO FINANCE S.R.L.,,,"S/. 2.000,00 (Mensual) + Comisiones"
Agente Call Center,,,,
Agente Call Center,,,,
Agente Call Center,Los Portales,,,
Agente Call Center,Estilos S.R.L.,,,
Agente Call Center,,,,"S/. 1.200,00 (Mensual)"
Agente Call Center,Hogar Clinica San Juan de Dios,,,
Agente Call Center,INKADEVS S.A.C.,,,
Agente Call Center,CICSA PERU S.A.C.,,,"S/. 1.200,00 (Mensual)"
Agente Call Center,,,,
Agente Call Center,Entel Connect Center,,,
Agente Call Center,,,,"S/. 1.300,00 (Mensual)"
Agente Call Center,Kobranzas SAC,,,"S/. 1.200,00 (Mensual)"
Agente Call Center,,,,"S/. 1.130,00 (Mensual)"
Agente Call Center,,,,
Agente Call Center,A365,,Presencial y remoto,"S/. 1.130,00 (Mensual)"
Asesor Call Center,NOGALES HIGH S.A.C.,,,"S/. 2.500,00 (Mensual)"
Asesor Call Center,Universidad Privada Norbert Wiener,,,"S/. 1.200,00 (Mensual)"
Asesor Call Center,INVERSIONES SERVICAR S.A.C.,,,
Asesor Call Center,QUEIPO´S S.A.C.,,,"S/. 1.500,00 (Mensual) + Comisiones"
Asesor Call Center,QUEIPO´S S.A.C.,,,"S/. 1.130,00 (Mensual) + Comisiones"
Asesor Call Center,CORPORACION FERRETERA CAFERCO,,,
Asesor Call Center,CENTRO DE NEGOCIOS RYG S.A.C,,,"S/. 1.200,00 (Mensual)"
Asesor Call Center,Instituto para el Desarrollo Infantil - ARIE,,,
Asesor Call Center,Universidad Privada Norbert Wiener,,,"S/. 1.200,00 (Mensual)"
Asesor Call Center,,,Presencial y remoto,"S/. 600,00 (Mensual)"
Asesor Call Center,,,Presencial y remoto,
Asesor Call Center,FIRSTMED PHARMA PERU SAC,,,
Asesor Call Center,Grupo Intercorp,,,
Asesor Call Center,AGN INGENIEROS S.A.C.,,,
Asesor Call Center,QUEIPO´S S.A.C.,,,"S/. 1.500,00 (Mensual) + Comisiones"
Asesor Call Center,FUTURA REINGENIERIA INNOVACION S.A.C.,,,
Asesor Call Center,Sef Peru Holding SAC,,,
Asesor Call Center,Entel Connect Center,,,
Asesor Call Center,TRUSTCORP SAC,,,
Asesor Call Center,J Y G SOLUTION PERU S.A.C.,,,
Asesor Call Center,Digital Max,,,"S/. 1.000,00 (Mensual)"
Asesor Call Center,Entel Connect Center,,,
Asesor Call Center,Construredes  S.A.C.,,,
Asesor Call Center,AGN INGENIEROS S.A.C.,,,
Asesor Call Center,Manpower,,,
Asesor Call Center,TCONTAKTO,,,
Asesor Call Center,Entel Connect Center,,,
Asesor Call Center,NEMO CONTACT CENTER E.I.R.L.,,,"S/. 565,00 (Mensual) + Comisiones"
Asesor Call Center,Manpower,,,
Asesor Call Center,Universidad Privada Norbert Wiener,,,
Asesor Call Center,Verisure Peru SAC,,,
Asesor Call Center,GUTIERREZ DAVILA KARLA JAHAIRA,,,
Asesor Call Center,Verisure Peru SAC,,,
Asesor Call Center,TOP GAS,,,
Asesor Call Center,FUTURA REINGENIERIA INNOVACION S.A.C.,,,
Asesor Call Center,Entel Connect Center,,,
Asesor Call Center,FUTURA REINGENIERIA INNOVACION S.A.C.,,,
Asesor Call Center,SALCANTPLAY S.A.C.,,Presencial y remoto,
Asesor Call Center,ORTIZ CHAVEZ LUIS DANIEL,,,"S/. 1.200,00 (Mensual) + Comisiones"
Asesor Call Center,One to One,,,"S/. 1.300,00 (Mensual)"
Asesor Call Center,Entel Connect Center,,,
Asesor Call Center,CONDOMINIO DE PLAYA IKI,,,
Asesor Call Center,Entel Connect Center,,,
Asesor Call Center,PINTURAS DEL PERU S.A.,,,
Asesor Call Center,Tienda Lisol,,Presencial y remoto,"S/. 1.200,00 (Mensual) + Comisiones"
Asesor Call Center,TCONTAKTO,,,
Asesor Call Center,IPENP SA,,,
Asesor Call Center,FUTURA REINGENIERIA INNOVACION S.A.C.,,,
Asesor Call Center,Universidad Privada Norbert Wiener,,,
Asesor Call Center,Digital Max,,,"S/. 1.000,00 (Mensual)"
Asesor Call Center,A365,,,"S/. 1.130,00 (Mensual)"
Asesor Call Center,One to One,,Presencial y remoto,"S/. 1.300,00 (Mensual)"
Asesor Call Center,Manpower,,,
Asesor Call Center,QUEIPO´S S.A.C.,,,"S/. 1.500,00 (Mensual) + Comisiones"
Asesor Call Center,J Y G SOLUTION PERU S.A.C.,,,
Asesor Call Center,Manpower,,,
Asesor Call Center,MILMAR GROUP S.A.C.,,,"S/. 1.450,00 (Mensual)"
Asesor Call Center,AMAZON SPECIALTIES S.A.C.,,,
Asesor Call Center,One to One,,Presencial y remoto,"S/. 1.300,00 (Mensual)"
Asesor Call Center,,,Presencial y remoto,"S/. 600,00 (Mensual)"
Asesor Call Center,FUTURA REINGENIERIA INNOVACION S.A.C.,,,
Asesor Call Center,FUTURA REINGENIERIA INNOVACION S.A.C.,,,
Personales Convenio Bbva,COALITION SALES MANAGEMENT PARTNERS,,Presencial y remoto,
Personales Convenio Bbva,,,Presencial y remoto,
Personales Convenio Bbva,,,Presencial y remoto,
Personales Convenio Bbva,Sef Peru Holding SAC,,,
Personales Convenio Bbva,,,Presencial y remoto,
Personales Convenio Bbva,Sef Peru Holding SAC,,,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,COALITION SALES MANAGEMENT PARTNERS,,,"S/. 1.500,00 (Mensual)"
Personales Convenio Bbva,,,,
Personales Convenio Bbva,COALITION SALES MANAGEMENT PARTNERS,,,"S/. 1.500,00 (Mensual)"
Personales Convenio Bbva,TRUST CONSULTING,,,"S/. 3.500,00 (Mensual)"
Personales Convenio Bbva,,,,
Personales Convenio Bbva,COALITION SALES MANAGEMENT PARTNERS,,Presencial y remoto,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,COALITION SALES MANAGEMENT PARTNERS,,Presencial y remoto,
Personales Convenio Bbva,Sef Peru Holding SAC,,,
Personales Convenio Bbva,Trust Global,,Presencial y remoto,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,Sef Peru Holding SAC,,,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,,,,"S/. 3.500,00 (Mensual)"
Personales Convenio Bbva,TRUST CONSULTING,,,"S/. 4.000,00 (Mensual)"
Personales Convenio Bbva,MF Asesoria y Consultoria SAC,,Presencial y remoto,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,TRUST CONSULTING,,,
Personales Convenio Bbva,TRUST CONSULTING,,,
Personales Convenio Bbva,TRUST CONSULTING,,,
Personales Convenio Bbva,TRUST CONSULTING,,,
Personales Convenio Bbva,,,Presencial y remoto,
Personales Convenio Bbva,EXPANSION,,,"S/. 1.800,00 (Mensual)"
Personales Convenio Bbva,,,,
Personales Convenio Bbva,COALITION SALES MANAGEMENT PARTNERS,,,"S/. 1.500,00 (Mensual)"
Personales Convenio Bbva,,,,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,COALITION SALES MANAGEMENT PARTNERS,,,"S/. 1.500,00 (Mensual)"
Personales Convenio Bbva,TRUST CONSULTING,,,"S/. 4.000,00 (Mensual)"
Personales Convenio Bbva,,,,
Personales Convenio Bbva,EXPANSION,,,"S/. 1.800,00 (Mensual)"
Personales Convenio Bbva,TRUST CONSULTING,,,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,TRUST CONSULTING,,,"S/. 3.500,00 (Mensual)"
Personales Convenio Bbva,Trust Global,,Presencial y remoto,
Personales Convenio Bbva,,,,
Personales Convenio Bbva,TRUST CONSULTING,,,"S/. 4.000,00 (Mensual)"
Coordinador Mantenimiento Electromecánico,524 consulting,,,
Coordinador Mantenimiento Electromecánico,OP SERVICE,,,
Coordinador Mantenimiento Electromecánico,Mega & Ozono S.A.C.,,,
Coordinador Mantenimiento Electromecánico,Sodexo Perú S.A.C.,,,
Coordinador Mantenimiento Electromecánico,VEOLIA SERVICIOS PERU S.A.C.,,,
Coordinador Mantenimiento Electromecánico,,,,
Coordinador Mantenimiento Electromecánico,Mega & Ozono S.A.C.,,,
Coordinador Mantenimiento Electromecánico,BLUEBERRIES PERU S.A.C.,,,
Coordinador Mantenimiento Electromecánico,ELECTRONICA AUTOMOTRIZ ARMANDO,,,
Coordinador Mantenimiento Electromecánico,TRBA SAC,,,
Coordinador Mantenimiento Electromecánico,,,,
Coordinador Mantenimiento Electromecánico,APC Corporacion,,,
Coordinador Mantenimiento Electromecánico,JC OBRAS Y SERVICIOS S.R.L.,,,
Coordinador Mantenimiento Electromecánico,Grupo Acerperu S.A.C,,,
Coordinador Mantenimiento Electromecánico,TRBA SAC,,,
Coordinador Mantenimiento Electromecánico,EULEN del Perú,,,"S/. 1.800,00 (Mensual)"
Coordinador Mantenimiento Electromecánico,Grupo Acerperu S.A.C,,,
Coordinador Mantenimiento Electromecánico,Mega & Ozono S.A.C.,,,
Coordinador Mantenimiento Electromecánico,,,,
